"","yellow2","purple","sienna1","X.FF3E96","royalblue3","palegreen3","species"
"NA..827",9.99975320116204e-06,9.99857013667818e-06,9.99973497859362e-06,0.00487022040792274,9.99988827970881e-06,9.999880833573e-06,NA
"NA..828",9.99959221204864e-06,9.99721623595709e-06,9.99955828840514e-06,0.00975691139529624,9.99986603088399e-06,9.99985383077927e-06,NA
"Lutjanus.erythropterus",9.99826104291798e-06,9.9852793353965e-06,9.99805818435108e-06,0.0535975131301515,9.9997535749154e-06,9.99967409169761e-06,"Lutjanus erythropterus"
"NA..829",9.99975516327305e-06,9.99857590134436e-06,9.99973668440362e-06,0.00486737284037385,9.99988999624076e-06,9.99988200824058e-06,NA
"NA..830",9.99975320116204e-06,9.99857013667818e-06,9.99973497859362e-06,0.00487022040792274,9.99988827970881e-06,9.999880833573e-06,NA
"NA..831",9.99975601937123e-06,9.99857688402315e-06,9.99973718893932e-06,0.00486630004171102,9.99989111295016e-06,9.99988269543618e-06,NA
"Pomacanthus.annularis",9.99947614670748e-06,9.9959416305289e-06,9.99941503493731e-06,0.0145932638454389,9.99987510124933e-06,9.99985012852522e-06,"Pomacanthus annularis"
"NA..832",9.99923943566938e-06,9.99391839573288e-06,9.99915744306029e-06,0.0219159918356523,9.99984725540604e-06,9.99981374815714e-06,NA
"NA..833",0.037222066974263,0.0385145870635921,9.9576338437657e-06,0.00987795767848453,9.98636696477407e-06,9.99520605277549e-06,NA
"Balistoides.conspicillum",9.99534180066749e-06,0.00325100867737567,9.9961574930603e-06,0.0304907090011589,9.9990087446225e-06,9.9995573398611e-06,"Balistoides conspicillum"
"NA..834",9.9998314765903e-06,9.99924460989303e-06,9.99982106200706e-06,0.00242930695046698,9.9998978514422e-06,9.99989315624396e-06,NA
"NA..835",9.9998314765903e-06,9.99924460989303e-06,9.99982106200706e-06,0.00242930695046698,9.9998978514422e-06,9.99989315624396e-06,NA
"Zebrasoma.velifer",0.0503489272683729,0.0141740082230729,9.97053313171438e-06,9.97921623684314e-06,9.99046652166137e-06,9.99623201614029e-06,"Zebrasoma velifer"
"NA..836",9.99972755521015e-06,9.99852879945702e-06,9.99971225332285e-06,0.004900702881547,9.99986818057194e-06,9.99986545700027e-06,NA
"NA..837",9.99964399197732e-06,9.99785651157188e-06,9.99961699491578e-06,0.00734836383310583,9.99985332853904e-06,9.9998477562136e-06,NA
"NA..838",9.99974822870516e-06,9.99856536857178e-06,9.99972975752579e-06,0.00487538802250892,9.99988569852807e-06,9.99987782217021e-06,NA
"NA..839",9.9998241142767e-06,9.99923264025137e-06,9.99981487853831e-06,0.00243769401125446,9.99989284975892e-06,9.99988891157281e-06,NA
"NA..840",9.9986044788605e-06,9.98912492958571e-06,9.99847448129148e-06,0.0390881300605103,9.99973186026571e-06,9.99967992851122e-06,NA
"NA..841",9.9986044788605e-06,9.98912492958571e-06,9.99847448129148e-06,0.0390881300605103,9.99973186026571e-06,9.99967992851122e-06,NA
"NA..842",9.9998241142767e-06,9.99923264025137e-06,9.99981487853831e-06,0.00243769401125446,9.99989284975892e-06,9.99988891157281e-06,NA
"NA..843",9.9997400796378e-06,9.99855455050717e-06,9.99972338254996e-06,0.00488389061055281,9.99988032618408e-06,9.99987355756092e-06,NA
"NA..844",9.99965604641128e-06,9.99787655272492e-06,9.99963188823592e-06,0.00733008720985116,9.99986780264061e-06,9.99985820359618e-06,NA
"Gerres.erythrourus",9.99973405231588e-06,9.99854452856148e-06,9.99971593574807e-06,0.00489302892218014,9.99987308910993e-06,9.99986833385086e-06,"Gerres erythrourus"
"NA..845",9.99911674139901e-06,9.99319797998158e-06,9.99902971929265e-06,0.0244024478766763,9.99981237221927e-06,9.99977631424489e-06,NA
"Ophiocara.porocephala",9.9979914008783e-06,9.98379222725955e-06,9.99779031719601e-06,0.0585952869079378,9.99967099084739e-06,9.99958869194795e-06,"Ophiocara porocephala"
"NA..846",9.99936066967401e-06,9.99521953473616e-06,9.99929779976623e-06,0.0170723606668251,9.9998445702217e-06,9.99981811096415e-06,NA
"Chrysiptera.brownriggii",0.0173212366336279,9.98149123258646e-06,9.99302877291011e-06,0.0397076282826928,9.99875783629242e-06,9.99900656120475e-06,"Chrysiptera brownriggii"
"Fibramia.amboinensis",9.9997400796378e-06,9.99855455050717e-06,9.99972338254996e-06,0.00488389061055281,9.99988032618408e-06,9.99987355756092e-06,"Fibramia amboinensis"
"NA..847",9.99941210372517e-06,9.99585392316098e-06,9.99936378984851e-06,0.0146601744197023,9.99983560448857e-06,9.99981640654176e-06,NA
"Halichoeres.miniatus",9.9997400796378e-06,9.99855455050717e-06,9.99972338254996e-06,0.00488389061055281,9.99988032618408e-06,9.99987355756092e-06,"Halichoeres miniatus"
"Terapon.jarbua",0.0655792972388503,9.96963198182839e-06,9.97992992538614e-06,0.0120464559842061,9.99697589602409e-06,9.99789113518375e-06,"Terapon jarbua"
"NA..848",9.99931992762826e-06,9.99516548084152e-06,9.99926592772207e-06,0.0171148736070445,9.9998177087804e-06,9.99979678820871e-06,NA
"NA..849",9.9998241142767e-06,9.99923264025137e-06,9.99981487853831e-06,0.00243769401125446,9.99989284975892e-06,9.99988891157281e-06,NA
"NA..850",9.9997400796378e-06,9.99855455050717e-06,9.99972338254996e-06,0.00488389061055281,9.99988032618408e-06,9.99987355756092e-06,NA
"NA..851",9.9986803470737e-06,9.9897909417699e-06,9.99855958093459e-06,0.0366504360492558,9.99973901127653e-06,9.99969101747491e-06,NA
"NA..852",9.99950428152149e-06,9.99654246032339e-06,9.9994616538905e-06,0.0122054752323601,9.99985350026079e-06,9.99983602495179e-06,NA
"NA..853",9.99974575136468e-06,9.99856585115515e-06,9.9997268105741e-06,0.00487812075598451,9.99988273792486e-06,9.99987607818908e-06,NA
"NA..854",0.00520400803732375,9.98372770054905e-06,9.99644981479868e-06,0.0506631614385487,9.99944715255498e-06,9.99945454421174e-06,NA
"NA..855",9.9997400796378e-06,9.99855455050717e-06,9.99972338254996e-06,0.00488389061055281,9.99988032618408e-06,9.99987355756092e-06,NA
"NA..856",9.99974822870516e-06,9.99856536857178e-06,9.99972975752579e-06,0.00487538802250892,9.99988569852807e-06,9.99987782217021e-06,NA
"Scatophagus.argus",0.0254041193930877,9.98894786890679e-06,9.99230749807216e-06,0.00198936548476215,9.99882311258706e-06,9.99917225855812e-06,"Scatophagus argus"
"NA..857",9.9997400796378e-06,9.99855455050717e-06,9.99972338254996e-06,0.00488389061055281,9.99988032618408e-06,9.99987355756092e-06,NA
"Eleotris.acanthopoma",9.99836873429642e-06,9.98711663242927e-06,9.99821281800355e-06,0.0464097146823175,9.99970503513898e-06,9.99964239735558e-06,"Eleotris acanthopoma"
"Monodactylus.argenteus",9.99958643089762e-06,9.99721994410217e-06,9.99955222956199e-06,0.00976052154596983,9.99986483538793e-06,9.99985081861766e-06,"Monodactylus argenteus"
"Halichoeres.miniatus.1",9.99734333565375e-06,9.97948222257332e-06,9.99710650307163e-06,0.0734576397564284,9.99946705063006e-06,9.99940270458317e-06,"Halichoeres miniatus"
"NA..858",9.9993525212383e-06,9.99520872391045e-06,9.99929142534114e-06,0.017080863254869,9.99983919792189e-06,9.99981384640579e-06,NA
"NA..859",9.99780517858879e-06,9.98400127384383e-06,9.99763691831572e-06,0.0564883230457605,9.99944651867565e-06,9.99943365771222e-06,NA
"NA..860",9.99889726802628e-06,9.99120964917899e-06,9.99878077446647e-06,0.0317070273223958,9.99979629115065e-06,9.99974731135805e-06,NA
"NA..861",0.0326717893001866,0.00860960277250183,9.98276514734929e-06,0.00550972032563614,9.99620366964176e-06,9.99817821525869e-06,NA
"Echidna.rhodochilus",9.99973799111936e-06,9.99854415887568e-06,9.99972314452052e-06,0.0048873477012176,9.99987807364607e-06,9.99987241979392e-06,"Echidna rhodochilus"
"Anguilla.marmorata",9.99949519957174e-06,9.99653089557057e-06,9.99945548945315e-06,0.0122141508971488,9.99984827885838e-06,9.99983188476572e-06,"Anguilla marmorata"
"Gymnothorax.flavimarginatus",9.97895462005783e-06,0.0220570288021542,9.98380979539812e-06,0.0183248143386015,9.99480763776023e-06,9.99825193369487e-06,"Gymnothorax flavimarginatus"
"Moringua.javanica",9.99972019304956e-06,9.99851683152903e-06,9.99970606998865e-06,0.00490908994233449,9.99986317891834e-06,9.99986121235263e-06,"Moringua javanica"
"NA..862",9.99983006017374e-06,9.99924238064985e-06,9.9998195183451e-06,0.00243138166253914,9.99989613464898e-06,9.9998919245743e-06,NA
"NA..863",0.00267205496034219,9.99755365387025e-06,9.99894183421915e-06,0.00455263019822231,9.99976940104493e-06,9.99980041712956e-06,NA
"NA..864",9.99983006017374e-06,9.99924238064985e-06,9.9998195183451e-06,0.00243138166253914,9.99989613464898e-06,9.9998919245743e-06,NA
"NA..865",9.99983006017374e-06,9.99924238064985e-06,9.9998195183451e-06,0.00243138166253914,9.99989613464898e-06,9.9998919245743e-06,NA
"Paramonacanthus.choirocephalus",9.9994234757698e-06,9.9958607390561e-06,9.99937002693604e-06,0.0146537239043077,9.99983588718549e-06,9.99981952048774e-06,"Paramonacanthus choirocephalus"
"NA..866",9.99975862285511e-06,9.99858325640224e-06,9.99973871359995e-06,0.00486364429895163,9.99989199053713e-06,9.99988351553503e-06,NA
"NA..867",9.99947716403774e-06,9.99595253895123e-06,9.9994180301949e-06,0.0145873308512874,9.99988099765723e-06,9.99985331547627e-06,NA
"NA..868",9.99966920773609e-06,9.99789635582984e-06,9.99964311294254e-06,0.00731544534983677,9.99987661075612e-06,9.99986560556634e-06,NA
"NA..869",9.99983006017374e-06,9.99924238064985e-06,9.9998195183451e-06,0.00243138166253914,9.99989613464898e-06,9.9998919245743e-06,NA
"Pomacentrus.nagasakiensis",0.00396912617481612,9.99436464233026e-06,9.99821768722729e-06,0.0141726189102105,9.99968398845102e-06,9.99972062063722e-06,"Pomacentrus nagasakiensis"
"NA..870",0.0177903462059211,0.0087595361807485,9.98639482758716e-06,0.0244143559454172,9.99667102444228e-06,9.99848147411991e-06,NA
"NA..871",0.040121662146431,9.98141623582225e-06,9.9877443725076e-06,0.00759545628439269,9.99816389441148e-06,9.99871914140667e-06,NA
"NA..872",9.99846276967417e-06,9.98887293993039e-06,9.99834093182357e-06,0.0392726710096946,9.99959830132626e-06,9.99958716349255e-06,NA
"NA..873",9.99974602543491e-06,9.99856428958462e-06,9.99972802227185e-06,0.00487757826183749,9.99988361106591e-06,9.99987657055315e-06,NA
"NA..874",0.0147410497437192,9.98853185169262e-06,9.99460783309826e-06,0.0179814469470345,9.99897233346155e-06,9.99920446711969e-06,NA
"NA..875",9.99963647751965e-06,9.99784204278683e-06,9.99961118106068e-06,0.00735744715327671,9.99984705006234e-06,9.99984367694156e-06,NA
"NA..876",0.00209298346119821,0.00577833600250808,9.99472973995757e-06,0.00781441447190101,9.99847969346282e-06,9.99941141892483e-06,NA
"NA..877",0.00803857430065202,9.99472363900622e-06,9.99719638411754e-06,0.00643602239439845,9.9994583393242e-06,9.99957908562892e-06,NA
"NA..878",9.99963275591533e-06,9.99782924111396e-06,9.9996138146788e-06,0.00735931554737271,9.99984707189059e-06,9.9998449261044e-06,NA
"NA..879",9.99974698179917e-06,9.99856138263365e-06,9.99972940295632e-06,0.00487721166754403,9.99988360396878e-06,9.99987744724933e-06,NA
"Chrysiptera.rex",9.99941325756484e-06,9.99637388638702e-06,9.99938641337561e-06,0.0123166711007203,9.9997784833194e-06,9.999782998185e-06,"Chrysiptera rex"
"NA..880",9.99940586045559e-06,9.99636581209602e-06,9.99937714567882e-06,0.0123264530944461,9.99977182326263e-06,9.99977671979775e-06,NA
"NA..881",9.99956576934903e-06,9.99717563558069e-06,9.99953656663067e-06,0.00978670426415176,9.99984635179433e-06,9.99983930068115e-06,NA
"Acanthurus.blochii",0.120757491892476,9.9447297855626e-06,9.96274338750569e-06,0.0180781093204354,9.99398979309274e-06,9.99580764635063e-06,"Acanthurus blochii"
"NA..882",9.99933243625795e-06,9.99570966037235e-06,9.99929238607996e-06,0.0147609718778768,9.99976564585536e-06,9.99976657009671e-06,NA
"NA..883",0.010650352026577,9.98901747968735e-06,9.99582414160671e-06,0.0232224589022507,9.99929141959177e-06,9.99942911195897e-06,NA
"NA..884",9.99953861979963e-06,9.99713228274161e-06,9.99951176509822e-06,0.00981953596829868,9.99982418099682e-06,9.99982257536844e-06,NA
"Aulostomus.chinensis",0.00471469094895105,0.03695937871318,9.9664294594317e-06,9.98129238113463e-06,9.98395026225646e-06,9.99540052108422e-06,"Aulostomus chinensis"
"Plagiotremus.rhinorhynchos",9.99973962643382e-06,9.99854928606303e-06,9.99972435749185e-06,0.00488492892224753,9.99987902238859e-06,9.99987388790074e-06,"Plagiotremus rhinorhynchos"
"Chaetodon.ephippium",9.99701660742774e-06,0.0043511509204369,9.99553713395077e-06,0.0105913448854232,9.99786793149433e-06,9.99928439730063e-06,"Chaetodon ephippium"
"NA..885",9.99981596508564e-06,9.99922182074279e-06,9.99980850345394e-06,0.00244619659929835,9.99988747740724e-06,9.99988464695405e-06,NA
"NA..886",9.99981596508564e-06,9.99922182074279e-06,9.99980850345394e-06,0.00244619659929835,9.99988747740724e-06,9.99988464695405e-06,NA
"Gerres.filamentosus",0.108376298786024,9.95839541020484e-06,9.96823316930502e-06,9.90184386309885e-06,9.99536298809138e-06,9.99688079891194e-06,"Gerres filamentosus"
"NA..887",9.99973193058372e-06,9.99854373246597e-06,9.99971700758225e-06,0.00489239319859669,9.99987495384585e-06,9.99986929295526e-06,NA
"NA..888",9.99981596508564e-06,9.99922182074279e-06,9.99980850345394e-06,0.00244619659929835,9.99988747740724e-06,9.99988464695405e-06,NA
"NA..889",9.99973193058372e-06,9.99854373246597e-06,9.99971700758225e-06,0.00489239319859669,9.99987495384585e-06,9.99986929295526e-06,NA
"NA..890",9.99956386581694e-06,9.99718783177861e-06,9.99953402086177e-06,0.00978478639719338,9.99984990681719e-06,9.99983858509912e-06,NA
"NA..891",9.99981596508564e-06,9.99922182074279e-06,9.99980850345394e-06,0.00244619659929835,9.99988747740724e-06,9.99988464695405e-06,NA
"NA..892",9.99973193058372e-06,9.99854373246597e-06,9.99971700758225e-06,0.00489239319859669,9.99987495384585e-06,9.99986929295526e-06,NA
"NA..893",9.99964789749416e-06,9.99786573615081e-06,9.99962551338488e-06,0.00733858979789504,9.99986243031584e-06,9.99985393900362e-06,NA
"NA..894",9.99973193058372e-06,9.99854373246597e-06,9.99971700758225e-06,0.00489239319859669,9.99987495384585e-06,9.99986929295526e-06,NA
"NA..895",9.99964789749416e-06,9.99786573615081e-06,9.99962551338488e-06,0.00733858979789504,9.99986243031584e-06,9.99985393900362e-06,NA
"NA..896",0.00399439676128871,9.99705177152746e-06,9.99856087056713e-06,0.0044239944626272,9.99972006170537e-06,9.99976865791287e-06,NA
"NA..897",9.99900546715644e-06,9.99303223649338e-06,9.99891808995845e-06,0.0245442107976295,9.99970963456888e-06,9.99969945066327e-06,NA
"NA..898",9.99973193058372e-06,9.99854373246597e-06,9.99971700758225e-06,0.00489239319859669,9.99987495384585e-06,9.99986929295526e-06,NA
"NA..899",9.99981596508564e-06,9.99922182074279e-06,9.99980850345394e-06,0.00244619659929835,9.99988747740724e-06,9.99988464695405e-06,NA
"NA..900",9.99973193058372e-06,9.99854373246597e-06,9.99971700758225e-06,0.00489239319859669,9.99987495384585e-06,9.99986929295526e-06,NA
"NA..901",9.99964789749416e-06,9.99786573615081e-06,9.99962551338488e-06,0.00733858979789504,9.99986243031584e-06,9.99985393900362e-06,NA
"NA..902",9.99981596508564e-06,9.99922182074279e-06,9.99980850345394e-06,0.00244619659929835,9.99988747740724e-06,9.99988464695405e-06,NA
"NA..903",9.99962691653555e-06,9.99782826132465e-06,9.99960405539322e-06,0.0073670194800047,9.99984198033013e-06,9.99983905360074e-06,NA
"NA..904",9.99981596508564e-06,9.99922182074279e-06,9.99980850345394e-06,0.00244619659929835,9.99988747740724e-06,9.99988464695405e-06,NA
"NA..905",9.99971204402789e-06,9.99850601356944e-06,9.99969969504302e-06,0.00491759253037838,9.99985780659854e-06,9.99985694775751e-06,NA
"NA..906",9.99973193058372e-06,9.99854373246597e-06,9.99971700758225e-06,0.00489239319859669,9.99987495384585e-06,9.99986929295526e-06,NA
"NA..907",9.99981596508564e-06,9.99922182074279e-06,9.99980850345394e-06,0.00244619659929835,9.99988747740724e-06,9.99988464695405e-06,NA
"Callogobius.okinawae",9.99972590327162e-06,9.99853371054197e-06,9.99970956078985e-06,0.00490153151022403,9.99986771677948e-06,9.99986406924966e-06,"Callogobius okinawae"
"NA..908",9.9991629573165e-06,9.99382966732908e-06,9.99909188951829e-06,0.0219945480295759,9.99980036319658e-06,9.99977229026275e-06,NA
"Bathygobius.sp..NMBE.1066533",9.99763915660591e-06,9.9832002291071e-06,9.99747212198566e-06,0.0590306305732394,9.99937235443792e-06,9.99936798370547e-06,"Bathygobius sp. NMBE 1066533"
"NA..909",0.00535724108214934,9.99508954378089e-06,9.99791163355737e-06,0.00915245789744192,9.99958693803705e-06,9.99965648323258e-06,NA
"NA..910",9.99973193058372e-06,9.99854373246597e-06,9.99971700758225e-06,0.00489239319859669,9.99987495384585e-06,9.99986929295526e-06,NA
"NA..911",9.99973193058372e-06,9.99854373246597e-06,9.99971700758225e-06,0.00489239319859669,9.99987495384585e-06,9.99986929295526e-06,NA
"NA..912",9.99981596508564e-06,9.99922182074279e-06,9.99980850345394e-06,0.00244619659929835,9.99988747740724e-06,9.99988464695405e-06,NA
"NA..913",9.99946488228882e-06,9.99648257245948e-06,9.99942851916928e-06,0.0122502743669741,9.99982417045952e-06,9.9998135695777e-06,NA
"NA..914",9.99981596508564e-06,9.99922182074279e-06,9.99980850345394e-06,0.00244619659929835,9.99988747740724e-06,9.99988464695405e-06,NA
"NA..915",9.99981596508564e-06,9.99922182074279e-06,9.99980850345394e-06,0.00244619659929835,9.99988747740724e-06,9.99988464695405e-06,NA
"Uropterygius.micropterus",9.99914399333023e-06,9.99432401546848e-06,9.99908635225199e-06,0.0196817240362412,9.99971942487406e-06,9.99971924088327e-06,"Uropterygius micropterus"
"NA..916",9.99973760230135e-06,9.9985550330895e-06,9.99972043560203e-06,0.0048866233440284,9.99987736558404e-06,9.99987181358127e-06,NA
"NA..917",9.99947983555203e-06,9.99651001933066e-06,9.9994425300129e-06,0.0122309829964917,9.99983738334991e-06,9.99982323124178e-06,NA
"NA..918",9.99606874983852e-06,0.00389206675179904,9.99695604298288e-06,0.00621020204367843,9.99903262614621e-06,9.9996306463616e-06,NA
"Plectroglyphidodon.leucozonus",0.11098781694577,0.00330256142603808,9.96005967779257e-06,0.00679560202990664,9.9924797568559e-06,9.99543453752916e-06,"Plectroglyphidodon leucozonus"
"NA..919",9.99980993767225e-06,9.99921179745939e-06,9.99980105652527e-06,0.00245533491092568,9.99988024032274e-06,9.99987942323241e-06,NA
"NA..920",9.99941153917265e-06,9.9958440798556e-06,9.99935991298747e-06,0.0146671519672968,9.99982658762343e-06,9.99981276225668e-06,NA
"NA..921",0.00266833918752152,9.99683233598086e-06,9.99882033879017e-06,0.00701961003921265,9.99973305906691e-06,9.99976646336241e-06,NA
"NA..922",0.00231321395335685,0.0208587394915335,9.98356984321776e-06,0.000682055267602008,9.99417323566856e-06,9.99815051500393e-06,NA
"Stegastes.fasciolatus",0.0981351854915168,0.040298604526699,9.93844313607162e-06,0.0124556428037545,9.98535388352399e-06,9.99360249330086e-06,"Stegastes fasciolatus"
"NA..923",9.99973986023393e-06,9.99855056716868e-06,9.99971945688717e-06,0.00488838278496876,9.99987522730635e-06,9.9998704839711e-06,NA
"NA..924",9.9997198759668e-06,9.99852368863805e-06,9.99970211400855e-06,0.00491066982185136,9.99986047972358e-06,9.99985884554952e-06,NA
"NA..925",9.9991940095582e-06,9.99442221178588e-06,9.99912368299667e-06,0.0196230160138692,9.99975523911488e-06,9.99974643156016e-06,NA
"Pomacanthus.semicirculatus",9.99980993767225e-06,9.99921179745939e-06,9.99980105652527e-06,0.00245533491092568,9.99988024032274e-06,9.99987942323241e-06,"Pomacanthus semicirculatus"
"NA..926",0.00536693266615895,9.99646875390529e-06,9.99810057225143e-06,0.00426754116888592,9.999611670257e-06,9.99968917614468e-06,NA
"Cantherhines.dumerilii",0.0185659804759468,0.00347436290100684,9.9896025099484e-06,0.0133424162541827,9.99684198647654e-06,9.99856007418488e-06,"Cantherhines dumerilii"
"NA..927",9.99962981588358e-06,9.99783567451641e-06,9.99960317344978e-06,0.00736600473277704,9.99984071920252e-06,9.99983826795131e-06,NA
"NA..928",9.99973891069835e-06,9.9985513785642e-06,9.999720552916e-06,0.00488753072365559,9.99987625090312e-06,9.99987126334478e-06,NA
"NA..929",9.99898558348995e-06,9.99299455916888e-06,9.99890078018545e-06,0.0245694101294112,9.99969248788853e-06,9.99968710588487e-06,NA
"NA..930",9.9992229643821e-06,9.99445228785101e-06,9.99916222301311e-06,0.0195815542517828,9.99978983215641e-06,9.99977188433078e-06,NA
"NA..931",9.99956011494778e-06,9.9971785371532e-06,9.99952397608942e-06,0.00979640398501684,9.99983791739221e-06,9.99983081764501e-06,NA
"Abudefduf.septemfasciatus",9.99048496778092e-06,0.0100464598324753,9.9926834972048e-06,0.00697230455574757,9.99763606360302e-06,9.99918816399526e-06,"Abudefduf septemfasciatus"
"NA..932",9.9997198759668e-06,9.99852368863805e-06,9.99970211400855e-06,0.00491066982185136,9.99986047972358e-06,9.99985884554952e-06,NA
"NA..933",9.99947282990413e-06,9.99649459290583e-06,9.99942934878793e-06,0.0122469837886019,9.99982182979364e-06,9.99981354640381e-06,NA
"NA..934",9.9997198759668e-06,9.99852368863805e-06,9.99970211400855e-06,0.00491066982185136,9.99986047972358e-06,9.99985884554952e-06,NA
"NA..935",9.9997198759668e-06,9.99852368863805e-06,9.99970211400855e-06,0.00491066982185136,9.99986047972358e-06,9.99985884554952e-06,NA
"NA..936",9.99823739921714e-06,9.98795341540933e-06,9.99812295794876e-06,0.0418920699984932,9.99947270405011e-06,9.99948352126618e-06,NA
"NA..937",9.9992333087612e-06,9.9950004627596e-06,9.99918733457893e-06,0.0172274644714486,9.99973929865674e-06,9.99974112326397e-06,NA
"NA..938",9.99964305866973e-06,9.9978557603076e-06,9.99961720511922e-06,0.00734853690985065,9.99985347944617e-06,9.99984788060158e-06,NA
"NA..939",9.99973935673645e-06,9.9985536599178e-06,9.99972075661252e-06,0.00488652474867533,9.99987721293035e-06,9.99987170140826e-06,NA
"NA..940",9.99903453279205e-06,9.99308612302775e-06,9.99894326365058e-06,0.0245086246106699,9.99973134325427e-06,9.99971745937674e-06,NA
"NA..941",9.99937273311745e-06,9.99579141782638e-06,9.99932059808492e-06,0.0147148261454506,9.99979364967959e-06,9.99978616883453e-06,NA
"Plesiops.nakaharae",0.00932268681112949,9.98718467812404e-06,9.99571155546426e-06,0.0308720118784478,9.99912407107013e-06,9.99927123759086e-06,"Plesiops nakaharae"
"NA..942",0.0551950748348836,0.0111089175499115,9.97163509165832e-06,0.0310804661753806,9.99366906170663e-06,9.99672250978095e-06,NA
"NA..943",9.99925728409059e-06,9.9950574838214e-06,9.9992029215497e-06,0.0171981402795085,9.99975707188207e-06,9.99975369490824e-06,NA
"NA..944",9.99968691926704e-06,9.99791873332293e-06,9.99965848928147e-06,0.00729658743818971,9.99988803270338e-06,9.99987552127629e-06,NA
"NA..945",9.99952214758853e-06,9.99710262745217e-06,9.99949637774079e-06,0.00984047564467063,9.99981093373246e-06,9.99981142724872e-06,NA
"NA..946",0.0037555005880747,0.00433378512430617,9.99453148514482e-06,0.00522838408327902,9.99771745306843e-06,9.99919477737262e-06,NA
"NA..947",9.99968691926704e-06,9.99791873332293e-06,9.99965848928147e-06,0.00729658743818971,9.99988803270338e-06,9.99987552127629e-06,NA
"NA..948",9.99960048606602e-06,9.99723379600556e-06,9.99956577002408e-06,0.00974560158975349,9.99987406022951e-06,9.99985935623809e-06,NA
"NA..949",0.00800955175452135,9.99622339822864e-06,9.99748811335304e-06,0.00152828262102411,9.99956893186382e-06,9.99967657916605e-06,NA
"NA..950",9.9997383856238e-06,9.9985426549829e-06,9.99972439168189e-06,0.00488687782993554,9.99987831607771e-06,9.99987309286044e-06,NA
"NA..951",9.99982450878794e-06,9.99923113615148e-06,9.99981612572256e-06,0.0024372241399724,9.99989309219128e-06,9.99988958464155e-06,NA
"NA..952",9.99910469556547e-06,9.993145778648e-06,9.99903097592196e-06,0.0244186781795996,9.99980086049734e-06,9.99977283445354e-06,NA
"NA..953",9.9997490177157e-06,9.99856236077393e-06,9.99973225185214e-06,0.00487444827994481,9.99988618339211e-06,9.9998791683048e-06,NA
"Pseudocheilinus.evanidus",0.0246345302814442,0.0258334041143809,9.96887574915985e-06,0.0465477980379086,9.98966557356538e-06,9.9963922812957e-06,"Pseudocheilinus evanidus"
"NA..954",9.99975443114539e-06,9.99856990330318e-06,9.99973452583853e-06,0.00487027201401549,9.999888079162e-06,9.99988064536207e-06,NA
"Fusigobius.duospilus",9.99948277190629e-06,9.99648648548635e-06,9.99945150550655e-06,0.0122313667483261,9.99983691206066e-06,9.99982589478544e-06,"Fusigobius duospilus"
"NA..955",9.9997490177157e-06,9.99856236077393e-06,9.99973225185214e-06,0.00487444827994481,9.99988618339211e-06,9.9998791683048e-06,NA
"NA..956",9.99907771298125e-06,9.99309700564808e-06,9.99901039664405e-06,0.024449911943547,9.99978181891899e-06,9.99975740995568e-06,NA
"NA..957",9.99981525006419e-06,9.9992157827409e-06,9.99980941842741e-06,0.00244741761421373,9.9998866869116e-06,9.99988464766901e-06,NA
"NA..958",9.99922203373485e-06,9.99442887536434e-06,9.9991753863661e-06,0.0195793409137098,9.99979348928553e-06,9.9997771756722e-06,NA
"NA..959",9.99852768026293e-06,9.98891158031608e-06,9.99843704443201e-06,0.0391855147364126,9.99966943602192e-06,9.99964069219412e-06,NA
"NA..960",9.99973121581411e-06,9.99853645406021e-06,9.99971878543407e-06,0.00489378988408945,9.99987332682783e-06,9.99986945331893e-06,NA
"Pomacanthus.xanthometopon",9.99845438137124e-06,9.98937072988204e-06,9.9983608599889e-06,0.0369351989768604,9.99954509566274e-06,9.99955203320146e-06,"Pomacanthus xanthometopon"
"Xanthichthys.auromarginatus",9.9973918910202e-06,0.00131608616731681,9.99658614707332e-06,0.0359011849766362,9.99871131594849e-06,9.9993951078983e-06,"Xanthichthys auromarginatus"
"NA..961",9.99981525006419e-06,9.9992157827409e-06,9.99980941842741e-06,0.00244741761421373,9.9998866869116e-06,9.99988464766901e-06,NA
"NA..962",9.99864921709493e-06,9.98967161588526e-06,9.9985527458128e-06,0.0366942448382958,9.99970948625685e-06,9.99967672315614e-06,NA
"NA..963",9.99981525006419e-06,9.9992157827409e-06,9.99980941842741e-06,0.00244741761421373,9.9998866869116e-06,9.99988464766901e-06,NA
"Chromis.analis",9.99804048664548e-06,9.98485830213785e-06,9.99791078327035e-06,0.053844219918009,9.9996060610186e-06,9.9995606000899e-06,"Chromis analis"
"NA..964",9.99940153438655e-06,9.99582696002982e-06,9.99936114304969e-06,0.0146728203496648,9.99982442777522e-06,9.99981203652559e-06,NA
"NA..965",9.99952088090905e-06,9.99656096080632e-06,9.99948020664766e-06,0.0121857643176457,9.99986567290828e-06,9.99984777201888e-06,NA
"NA..966",9.99981525006419e-06,9.9992157827409e-06,9.99980941842741e-06,0.00244741761421373,9.9998866869116e-06,9.99988464766901e-06,NA
"NA..967",9.99973050056494e-06,9.99853165810727e-06,9.99971883749589e-06,0.00489483522842745,9.99987337285866e-06,9.99986929438518e-06,NA
"NA..968",9.99975025861526e-06,9.9985669168473e-06,9.99973284609692e-06,0.00487284730631795,9.99988697194565e-06,9.99987952414585e-06,NA
