"","yellow2","purple","sienna1","X.FF3E96","royalblue3","palegreen3","species"
"NA..1612",0.00268215996542088,9.99887598402588e-06,9.99910843160113e-06,9.99682119122233e-06,9.99978145962421e-06,9.99982024198972e-06,NA
"NA..1613",0.0120336512805857,9.99536624112819e-06,9.99639694109371e-06,9.98623567556061e-06,9.9994079821367e-06,9.99957492116817e-06,NA
"NA..1614",0.00402329457460997,9.99836375661268e-06,9.99871358191717e-06,9.99527574150323e-06,9.99972299480937e-06,9.99978074471087e-06,NA
"NA..1615",0.0215004811131973,9.99165440791603e-06,9.99350656748188e-06,9.9750323232389e-06,9.9989059089876e-06,9.99922301350734e-06,NA
"Cheilio.inermis",0.028167106749096,9.98916771955087e-06,9.99158686679454e-06,9.96761839818435e-06,9.9986497352468e-06,9.9990578429778e-06,"Cheilio inermis"
"NA..1616",0.00535737201677754,9.99786675267208e-06,9.99832846382092e-06,9.99377250488029e-06,9.99967168772465e-06,9.99974738422463e-06,NA
"Lethrinus.semicinctus.1",0.0402572531809275,9.98456565489387e-06,9.9880008236993e-06,9.9536652520361e-06,9.998100468519e-06,9.99868328618976e-06,"Lethrinus semicinctus"
"NA..1617",0.00268559756186815,9.99887251337203e-06,9.9991033958971e-06,9.99679565558802e-06,9.99977778006078e-06,9.9998171168225e-06,NA
"NA..1618",0.00936032245628306,9.99637003852801e-06,9.99717381864834e-06,9.98927051105643e-06,9.99951591090521e-06,9.99964615447428e-06,NA
"NA..1619",0.0174009361304226,9.9933156934453e-06,9.99481209090394e-06,9.9800677897363e-06,9.99916899966185e-06,9.99941337579157e-06,NA
"NA..1620",0.00939839226908993,9.99630658676862e-06,9.99711368415082e-06,9.9890488301406e-06,9.99947425688916e-06,9.99961135465239e-06,NA
"NA..1621",0.0080405869676085,9.99684123395519e-06,9.99753600929936e-06,9.99068470054118e-06,9.99955312296074e-06,9.99966723785444e-06,NA
"NA..1622",0.0375287949413265,9.98563758697196e-06,9.9888666577808e-06,9.95704063323107e-06,9.99826616080136e-06,9.99880370986916e-06,NA
"NA..1623",0.00266961382076905,9.99890167181445e-06,9.99912777281551e-06,9.99688766589702e-06,9.99979510581757e-06,9.99983160517027e-06,NA
"NA..1624",0.0240854226659915,9.99079814158447e-06,9.99287091989169e-06,9.97250599547834e-06,9.99889688775884e-06,9.99923377934563e-06,NA
"NA..1625",0.0187319122356043,9.9928226081366e-06,9.99443392195789e-06,9.9785821552184e-06,9.99912176387957e-06,9.99938323506722e-06,NA
"NA..1626",0.0200889676247109,9.99229068631326e-06,9.99400830312864e-06,9.97698354537994e-06,9.99904012006178e-06,9.99932605647809e-06,NA
"NA..1627",0.0387830710451063,9.98528639270288e-06,9.98860878688298e-06,9.9559517515902e-06,9.9983094808548e-06,9.9988471042111e-06,NA
"NA..1628",0.00400647877174003,9.99839801051859e-06,9.99873872450155e-06,9.99537002124473e-06,9.99974069518827e-06,9.999795696034e-06,NA
"Sillago.ciliata",0.0160751555901622,9.99379772598392e-06,9.99518400730896e-06,9.98150930416928e-06,9.99921335513891e-06,9.99944019525803e-06,"Sillago ciliata"
"NA..1629",0.0255430939955019,9.99006649339666e-06,9.99229465911694e-06,9.97031009099451e-06,9.99871573875348e-06,9.9990904200171e-06,NA
"NA..1630",0.0362227231135009,9.98608015322811e-06,9.98921168392707e-06,9.95833616671139e-06,9.99829370200081e-06,9.99881508823332e-06,NA
"NA..1631",0.00937830471289951,9.99633610607321e-06,9.9971459696516e-06,9.98916211600845e-06,9.99949814161853e-06,9.99963071801278e-06,NA
"Zoramia.fragilis",0.00668992426659853,9.99737150195954e-06,9.99794618881312e-06,9.99228325413767e-06,9.99962118925285e-06,9.99971496737997e-06,"Zoramia fragilis"
"NA..1632",0.0173678726871932,9.99336564424346e-06,9.99485967212787e-06,9.9803116292812e-06,9.99919920434e-06,9.99944030390994e-06,NA
"NA..1633",0.00400546736335044,9.9984005792075e-06,9.9987403708006e-06,9.99537564862138e-06,9.99974152330867e-06,9.99979644953075e-06,NA
"NA..1634",0.00401052017997092,9.99838983750839e-06,9.99873169655772e-06,9.99536055107234e-06,9.99973418386417e-06,9.99979104269728e-06,NA
"NA..1635",0.0307681630564093,9.98829484099368e-06,9.99092992347748e-06,9.96495820254145e-06,9.99862662580554e-06,9.9990554106906e-06,NA
"NA..1636",0.00267535329378498,9.99889082930849e-06,9.99911975567987e-06,9.99685667074255e-06,9.99978820334308e-06,9.9998260392161e-06,NA
"NA..1637",0.00133767664689249,9.99939538969201e-06,9.99950986311962e-06,9.99837810428723e-06,9.99984410185906e-06,9.99986301997129e-06,NA
"Forcipiger.flavissimus",0.00268539074755962,9.99887050337789e-06,9.99910421889252e-06,9.99679804552025e-06,9.9997783584437e-06,9.99981749366037e-06,"Forcipiger flavissimus"
"Nemateleotris.magnifica",0.00267358698759551,9.99889505005098e-06,9.99912235992507e-06,9.99686662164007e-06,9.99978984897707e-06,9.99982749111393e-06,"Nemateleotris magnifica"
"Labroides.dimidiatus.2",0.0215650517504418,9.99152865042929e-06,9.99339206179984e-06,9.97481427691559e-06,9.99881685339984e-06,9.99915442007932e-06,"Labroides dimidiatus"
"Macropharyngodon.kuiteri",0.00268509411494831,9.99887284179664e-06,9.99910317977361e-06,9.9968085966346e-06,9.99977703350797e-06,9.99981690890856e-06,"Macropharyngodon kuiteri"
"NA..1638",0.00133767664689249,9.99939538969201e-06,9.99950986311962e-06,9.99837810428723e-06,9.99984410185906e-06,9.99986301997129e-06,NA
"NA..1639",0.0040288149683303,9.99835648031616e-06,9.99870349073154e-06,9.99525543294569e-06,9.99971460316871e-06,9.9997744364793e-06,NA
"NA..1640",0.00268028400198184,9.99888154677635e-06,9.999112448441e-06,9.99682496075849e-06,9.99978353019808e-06,9.99982191442354e-06,NA
"NA..1641",0.00266860406726763,9.99890509975515e-06,9.99912996778156e-06,9.9968938484415e-06,9.99979520090864e-06,9.99983196497761e-06,NA
"NA..1642",0.00535058331188284,9.99788576505303e-06,9.99833842433571e-06,9.99381603059939e-06,9.99967597270587e-06,9.99975183428687e-06,NA
"NA..1643",0.00266886237482318,9.99890445514901e-06,9.9991302385411e-06,9.99688904955362e-06,9.99979528371581e-06,9.99983193102166e-06,NA
"NA..1644",0.00268883096646183,9.99886510412196e-06,9.99909637646439e-06,9.9967995938867e-06,9.99977140142039e-06,9.99981267474572e-06,NA
"NA..1645",0.00266886237482318,9.99890445514901e-06,9.9991302385411e-06,9.99688904955362e-06,9.99979528371581e-06,9.99983193102166e-06,NA
"NA..1646",0.00267034152811461,9.99890186297235e-06,9.99912760135567e-06,9.99688281105162e-06,9.99979338916335e-06,9.9998304370167e-06,NA
"NA..1647",0.0147600429322744,9.99426056663576e-06,9.99553892786827e-06,9.98290203050191e-06,9.99924400806611e-06,9.99945626547169e-06,NA
"NA..1648",0.00402822962186606,9.99836063774578e-06,9.99870392837652e-06,9.99525779852203e-06,9.99971457230795e-06,9.99977459177127e-06,NA
"NA..1649",0.00803498626892081,9.99685708917793e-06,9.99754499098432e-06,9.99071340499817e-06,9.99955764221239e-06,9.9996714145815e-06,NA
"NA..1650",0.0040038150892374,9.99840027118992e-06,9.99874262236086e-06,9.99539552424755e-06,9.99974219817234e-06,9.99979785716982e-06,NA
"NA..1651",0.00267210581794215,9.99889642430278e-06,9.99912438614829e-06,9.99687175008883e-06,9.99979275221375e-06,9.99982953148277e-06,NA
"NA..1652",0.00667623986885236,9.99739623284824e-06,9.99796612799009e-06,9.99237046160743e-06,9.99963489180368e-06,9.99972677009822e-06,NA
"NA..1653",0.0053459445093611,9.99788565180125e-06,9.99834477519904e-06,9.99385417428767e-06,9.99968216021095e-06,9.99975674500868e-06,NA
"NA..1654",0.0120177043542904,9.99539605806696e-06,9.99641887032937e-06,9.98634911053931e-06,9.99942193368478e-06,9.99958752487767e-06,NA
"NA..1655",0.0227422862158407,9.99130720662695e-06,9.99326696680945e-06,9.97408865418633e-06,9.99895388247293e-06,9.99927309496517e-06,NA
"NA..1656",0.00267573987655745,9.998889233001e-06,9.99911886664839e-06,9.9968511591459e-06,9.99978892896333e-06,9.99982631396563e-06,NA
"NA..1657",0.00668152802568667,9.99738787022091e-06,9.99795823493082e-06,9.99233682997334e-06,9.99962923045896e-06,9.99972203622933e-06,NA
"NA..1658",0.00267610625525225,9.99888823660754e-06,9.99911815102927e-06,9.99685180792183e-06,9.99978816758732e-06,9.99982580494327e-06,NA
"NA..1659",0.0053518461318097,9.99787767312172e-06,9.99833713881532e-06,9.99380482421159e-06,9.99967709803498e-06,9.99975211900236e-06,NA
"NA..1660",0.0228669103293415,9.99109698891956e-06,9.993067134188e-06,9.97339087732736e-06,9.99881502088636e-06,9.99915788036059e-06,NA
"NA..1661",0.00267303199558281,9.9988943219223e-06,9.99912256332778e-06,9.99687012591529e-06,9.99979135503428e-06,9.99982850926416e-06,NA
"NA..1662",0.00267618177148605,9.9988881073946e-06,9.99911808783652e-06,9.99684871813153e-06,9.99978860751917e-06,9.9998259928964e-06,NA
"NA..1663",0.00935981357686314,9.99637030797639e-06,9.99717400204069e-06,9.98927763998681e-06,9.99951618582317e-06,9.99964645880731e-06,NA
"NA..1664",0.0308195475275823,9.98824015453387e-06,9.990836940859e-06,9.96470519641951e-06,9.99855676443883e-06,9.99900087054653e-06,NA
"NA..1665",0.00401498064988568,9.99838183149951e-06,9.99872544007653e-06,9.99532554515505e-06,9.99973100066878e-06,9.99978773491261e-06,NA
"NA..1666",0.00668097519291492,9.99738737311504e-06,9.99795865504199e-06,9.99234460033324e-06,9.9996296739228e-06,9.99972246960065e-06,NA
"NA..1667",0.0133797967909003,9.99484046322628e-06,9.99599408056073e-06,9.98467057033179e-06,9.99934497744306e-06,9.99953136325923e-06,NA
"NA..1668",0.00134741746805582,9.99937740036477e-06,9.99949328591994e-06,9.99833001554529e-06,9.99983293189908e-06,9.99985388959622e-06,NA
"NA..1669",0.00404369718036534,9.99832909843792e-06,9.99868073206889e-06,9.9951633811682e-06,9.99969988331457e-06,9.99976170780806e-06,NA
"NA..1670",0.00268798994435364,9.99886865543815e-06,9.99909833406935e-06,9.99678872146083e-06,9.99977439169812e-06,9.99981452886279e-06,NA
"NA..1671",0.00402968373256096,9.99835334197289e-06,9.99870200992478e-06,9.99524910232486e-06,9.99971454037989e-06,9.99977417813864e-06,NA
"NA..1672",0.00806996962266392,9.99679001138944e-06,9.99748437333473e-06,9.99056865541543e-06,9.99951342623399e-06,9.9996364688222e-06,NA
"NA..1673",0.00270181724710606,9.9988403038559e-06,9.99907455925516e-06,9.99673533134139e-06,9.99975669146001e-06,9.99980059857566e-06,NA
"NA..1674",0.00268843984171035,9.99886827685207e-06,9.99909744365876e-06,9.9967873404434e-06,9.99977360415363e-06,9.99981396833703e-06,NA
"NA..1675",0.0295239629695195,9.98861713795477e-06,9.9911751433515e-06,9.96595219085124e-06,9.99858276900436e-06,9.99900859589986e-06,NA
"NA..1676",0.00668910342221476,9.99737299427814e-06,9.99794865090628e-06,9.99227696328905e-06,9.99962364592002e-06,9.99971654400626e-06,NA
"NA..1677",0.00535013037854729,9.99788009501932e-06,9.99834010349677e-06,9.99381201953985e-06,9.99967957612525e-06,9.9997539922575e-06,NA
"NA..1678",0.00935254676070661,9.99638551534979e-06,9.99718486869122e-06,9.98931965595066e-06,9.99952344748734e-06,9.99965266854461e-06,NA
"NA..1679",0.0026737334331918,9.99889205784113e-06,9.99912091736052e-06,9.99687177964104e-06,9.99979012675212e-06,9.99982761755427e-06,NA
"NA..1680",0.00534317415826851,9.99789351281358e-06,9.99834989983588e-06,9.99386046020465e-06,9.99968559707462e-06,9.99975947863467e-06,NA
"NA..1681",0.00401548282661744,9.99838412560822e-06,9.99872369204783e-06,9.99533050828801e-06,9.99972826439134e-06,9.99978606570995e-06,NA
"NA..1682",0.00133266928998267,9.9994055552638e-06,9.99951702524253e-06,9.99840584607388e-06,9.9998496432846e-06,9.99986760686049e-06,NA
"NA..1683",0.0428361996734474,9.98369825733148e-06,9.98738296432351e-06,9.95119135897721e-06,9.99810049980384e-06,9.99870097414504e-06,NA
"NA..1684",0.0161205128282988,9.99371781296632e-06,9.99511244087044e-06,9.98126448542624e-06,9.99916138673545e-06,9.99939759778079e-06,NA
"NA..1685",0.00803787833868459,9.99684627843657e-06,9.99754136133972e-06,9.99069595681788e-06,9.99955622562184e-06,9.99966977728957e-06,NA
"NA..1686",0.00670578536587509,9.99734159576926e-06,9.99792186680687e-06,9.99218907577771e-06,9.99960503414515e-06,9.99970113977794e-06,NA
"NA..1687",0.0026761351616837,9.99888750239148e-06,9.99911859366413e-06,9.99685122038243e-06,9.99978821407021e-06,9.99982580705647e-06,NA
"NA..1688",0.00536603545950185,9.9978531770689e-06,9.99831457911657e-06,9.99372119914854e-06,9.99966198465728e-06,9.99973957767753e-06,NA
"NA..1689",0.00669247178220691,9.99736903162292e-06,9.99794260116835e-06,9.99226120315772e-06,9.99961895955027e-06,9.99971294715441e-06,NA
"NA..1690",0.0360389733902803,9.98643391656438e-06,9.98948699965376e-06,9.95940943730812e-06,9.99848340967055e-06,9.99897645534401e-06,NA
"NA..1691",0.00535743484035398,9.99786819250474e-06,9.99832876406218e-06,9.99376434376723e-06,9.99967243962634e-06,9.99974772489629e-06,NA
"NA..1692",0.00401499341004645,9.99838012003392e-06,9.99872654409495e-06,9.99531546750424e-06,9.99973302418903e-06,9.99978879405185e-06,NA
"NA..1693",0.0134682310615706,9.99467036282258e-06,9.99585853939982e-06,9.98416568162328e-06,9.99925226249648e-06,9.9994528270914e-06,NA
"NA..1694",0.0147198867279246,9.99433311500711e-06,9.99560155732153e-06,9.98312737937138e-06,9.99928799919509e-06,9.9994929493828e-06,NA
"NA..1695",0.0040096396611515,9.9983883236215e-06,9.99873398546844e-06,9.995359155769e-06,9.99973718836518e-06,9.99979277950601e-06,NA
"NA..1696",0.00133880415556648,9.99939235385529e-06,9.99950815178087e-06,9.998368226852e-06,9.99984392209482e-06,9.99986254892832e-06,NA
"NA..1697",0.00803430514512067,9.9968502456063e-06,9.9975470500477e-06,9.99072169307727e-06,9.99955986394506e-06,9.99967287363249e-06,NA
"NA..1698",0.00401502361303639,9.99838009435523e-06,9.99872650172098e-06,9.99531970671649e-06,9.9997320744442e-06,9.99978829299491e-06,NA
"NA..1699",0.00535521662226593,9.99786972162395e-06,9.99833278835868e-06,9.99377571874136e-06,9.9996756891531e-06,9.99975019439649e-06,NA
"NA..1700",0.00401028796045021,9.99838982789215e-06,9.99873337704584e-06,9.99534526274307e-06,9.9997373555955e-06,9.99979264299262e-06,NA
"NA..1701",0.0053478096388364,9.99788476844778e-06,9.99834346346893e-06,9.99382668872254e-06,9.99968178322498e-06,9.99975590309904e-06,NA
"NA..1702",0.00671132940433492,9.99732810612716e-06,9.99791476073563e-06,9.99215612898815e-06,9.99959974190087e-06,9.99969649396963e-06,NA
"NA..1703",0.00534019673335345,9.9978983414047e-06,9.99835417607017e-06,9.99387948437788e-06,9.99968882908634e-06,9.99976215117922e-06,NA
"NA..1704",0.00399592838656481,9.9984210363043e-06,9.99875439769912e-06,9.99543012318121e-06,9.999751145774e-06,9.99980466932369e-06,NA
"NA..1705",0.00666187620393885,9.99743157445924e-06,9.99798792707918e-06,9.99243873635089e-06,9.99965014897365e-06,9.99973950807429e-06,NA
"Lethrinus.genivittatus",0.0573616704890352,9.97854616064434e-06,9.98337607878331e-06,9.93575427712997e-06,9.99767815083565e-06,9.99845827266672e-06,"Lethrinus genivittatus"
"NA..1706",0.00534107385466991,9.99789581341415e-06,9.99835269642343e-06,9.99387731076916e-06,9.99968771965096e-06,9.99976126677464e-06,NA
"NA..1707",0.00535677213195409,9.99786977560525e-06,9.99832960524473e-06,9.99377258561093e-06,9.99967220699277e-06,9.99974783235211e-06,NA
"NA..1708",0.00267011822465198,9.99889982478627e-06,9.99912696555462e-06,9.99688699221205e-06,9.99979447602323e-06,9.99983109475811e-06,NA
"NA..1709",0.00667048661849558,9.99741142298867e-06,9.99797504876414e-06,9.99239351398614e-06,9.9996414081498e-06,9.99973206214609e-06,NA
"NA..1710",0.0654161391305956,9.97544142949355e-06,9.98099879374453e-06,9.92664693583458e-06,9.99731451248354e-06,9.9982122617691e-06,NA
"NA..1711",0.00934725670851219,9.99640057548169e-06,9.99719328849748e-06,9.98934092686318e-06,9.99952891958873e-06,9.99965723042339e-06,NA
"NA..1712",0.00267095563001793,9.99889578876815e-06,9.99912561215086e-06,9.99688850535287e-06,9.99979324237458e-06,9.9998301720542e-06,NA
"NA..1713",0.0107032324357848,9.99585505309386e-06,9.99677262849576e-06,9.98774080314252e-06,9.99945277879393e-06,9.99960353877498e-06,NA
"NA..1714",0.00266729361212338,9.99890661799077e-06,9.99913135030802e-06,9.99689995179877e-06,9.99979757964068e-06,9.99983365286702e-06,NA
"NA..1715",0.00400658093178865,9.99839408850294e-06,9.99873809196093e-06,9.99538259658323e-06,9.99973955779358e-06,9.99979505270602e-06,NA
"NA..1716",0.00400773032364639,9.99839199570704e-06,9.99873669711759e-06,9.99537357649072e-06,9.99973859936222e-06,9.99979416534258e-06,NA
"NA..1717",0.00536471737311582,9.99785581315484e-06,9.99831718175817e-06,9.99372780075443e-06,9.999663411719e-06,9.99974049567867e-06,NA
"NA..1718",0.00268193293107027,9.99887709660902e-06,9.99910917929434e-06,9.99681647260947e-06,9.99978248642882e-06,9.99982081258342e-06,NA
"NA..1719",0.00133421883040315,9.99940198361538e-06,9.99951482392391e-06,9.99839653720197e-06,9.99984822989846e-06,9.99986633892455e-06,NA
"NA..1720",9.99628319091658e-06,0.00411415348613373,9.99719422129095e-06,9.98860340016369e-06,9.99904497486087e-06,9.99965937557122e-06,NA
"NA..1721",0.00231260231156953,0.00401862557521358,9.9963985935567e-06,9.98560246996711e-06,9.99891933578957e-06,9.99957707051836e-06,NA
"NA..1722",9.99267218339753e-06,0.00822353503351483,9.99449932448646e-06,9.97735532772239e-06,9.99819592440569e-06,9.99942257838639e-06,NA
"NA..1723",9.92442704301625e-06,0.0863919842085871,9.94337619801015e-06,9.76824974460894e-06,9.98195196418e-06,9.99483992213329e-06,NA
"NA..1724",9.97278103541781e-06,0.0308609887642977,9.97962821561963e-06,9.9159694281729e-06,9.99346681512366e-06,9.99808356658725e-06,NA
"Iniistius.pentadactylus",9.98540735343943e-06,0.0164595555224848,9.98907482811106e-06,9.95499680331187e-06,9.99646562734308e-06,9.99892976801393e-06,"Iniistius pentadactylus"
"NA..1725",9.94766076381491e-06,0.059637789173662,9.96083143107542e-06,9.83889114997002e-06,9.98751532763503e-06,9.99641651072907e-06,NA
"Naso.thynnoides",9.99447073288411e-06,0.0061752317019572,9.9958414483858e-06,9.98292924242067e-06,9.99861243794854e-06,9.99953614643538e-06,"Naso thynnoides"
"NA..1726",9.99446150540971e-06,0.00617646230767966,9.99582922957124e-06,9.98298919171118e-06,9.99860649098848e-06,9.99953258128736e-06,NA
"Gunnellichthys.monostigma",9.9853996141081e-06,0.0164775772318169,9.98904223748114e-06,9.95489305403356e-06,9.99644399663842e-06,9.99891526706264e-06,"Gunnellichthys monostigma"
"Fowleria.vaiulae",9.99262472749115e-06,0.00825256457477088,9.99444333437401e-06,9.97731156622481e-06,9.99815133121006e-06,9.99939464058449e-06,"Fowleria vaiulae"
"NA..1727",9.99625283973312e-06,0.00412932210664926,9.99716319050641e-06,9.98860314108661e-06,9.99902013390313e-06,9.99964413294739e-06,NA
"NA..1728",9.9962788004739e-06,0.00411640073254732,9.99719039230058e-06,9.9886049355403e-06,9.99904050607508e-06,9.99965670344578e-06,NA
"NA..1729",9.97623771164698e-06,0.0268320645977586,9.98214582523404e-06,9.92700581443555e-06,9.99419323461554e-06,9.99824424483704e-06,NA
"NA..1730",9.97461393033699e-06,0.0287900504146925,9.98100248029154e-06,9.92151069561761e-06,9.9939203542644e-06,9.99821917005183e-06,NA
"NA..1731",9.98725001442523e-06,0.0143915484930106,9.99047109409188e-06,9.96037083915634e-06,9.99693957153964e-06,9.99907525453041e-06,NA
"NA..1732",9.98716400593701e-06,0.0144493907665653,9.99034036812786e-06,9.96042469219466e-06,9.99682884728771e-06,9.99900849778549e-06,NA
"NA..1733",0.00231895412608417,0.00402704748874834,9.99636989998598e-06,9.98551309740082e-06,9.99889981867516e-06,9.99956281809807e-06,NA
